gbifID,species,latitude,longitude
4022046529,Trametes versicolor,38.159018,-85.780218
4022045384,Trametes versicolor,40.060772,-75.433604
4022044667,Trametes versicolor,38.239589,-85.698018
4022043743,Trametes versicolor,32.634609,-96.922027
4022040778,Trametes versicolor,38.784818,-76.160837
4022039856,Trametes versicolor,33.946647,-84.17205
4022035836,Trametes versicolor,38.29387,-85.639647
4022035518,Trametes versicolor,39.725264,-75.783205
4022035219,Trametes versicolor,37.140472,-122.110725
4022031127,Trametes versicolor,38.488763,-122.70335
4022026880,Parmelia sulcata,45.02277,-123.014497
4022026474,Trametes versicolor,37.628951,-90.789829
4022024736,Trametes versicolor,46.655292,-60.422787
4022024620,Trametes versicolor,38.092035,-85.738405
4022023752,Parmelia sulcata,44.062574,-80.303492
4022018493,Trametes versicolor,34.091675,-78.294945
4022016649,Platismatia glauca,44.031478,-123.017591
4022015759,Trametes versicolor,41.586261,-71.548775
4022013958,Trametes versicolor,37.759136,-122.441336
4022010917,Platismatia glauca,49.01947,-123.071283
4022007832,Parmelia sulcata,44.843303,-79.628234
4022005745,Trametes versicolor,33.700242,-84.044964
4022004678,Trametes versicolor,36.771399,-80.421808
4022002867,Trametes versicolor,38.927375,-77.111122
4022001714,Trametes versicolor,45.44573,-122.676362
4022001678,Dibaeis baeomyces,47.534626,-69.295891
4021997240,Trametes versicolor,32.798353,-117.178378
4021996478,Icmadophila ericetorum,44.23318,-122.176176
4021996459,Peltigera didactyla,49.002647,-119.61055
